Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Date,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Daily_Transaction_Count,Card_Type,Card_Age,Fraud_Label,Txn_to_Balance_Pct,Amount_Zscore_User
1023315,15069,61.44,Online,2025-06-19 17:30:12.780255604,4227.09,Laptop,Mumbai,Restaurants,0,6,Visa,192,0,1.4535,0.0909
1023316,16551,26.0,Online,2025-06-19 17:40:41.784835696,50263.17,Mobile,Mumbai,Electronics,0,5,Discover,194,0,0.0517,-1.0352
1023317,16636,71.01,Bank Transfer,2025-06-19 17:51:10.789415788,86655.57,Laptop,London,Electronics,1,5,Visa,145,0,0.0819,0.6304
1023318,11457,112.51,Bank Transfer,2025-06-19 18:01:39.793995880,39086.7,Tablet,Tokyo,Restaurants,0,13,Discover,225,0,0.2878,0.8795
1023319,13953,13.26,POS,2025-06-19 18:12:08.798575970,95089.66,Mobile,Sydney,Groceries,0,6,Amex,163,0,0.0139,-0.6489
1023320,19942,4.4,POS,2025-06-19 18:22:37.803156062,47804.69,Laptop,Sydney,Groceries,0,11,Visa,130,0,0.0092,-0.7071
1023321,18886,52.79,Online,2025-06-19 18:33:06.807736154,30836.21,Tablet,Sydney,Restaurants,0,4,Mastercard,201,0,0.1712,-0.1128
1023322,17721,29.53,Online,2025-06-19 18:43:35.812316246,63115.06,Mobile,Mumbai,Clothing,0,9,Mastercard,227,0,0.0468,-0.6912
1023323,10243,159.3,POS,2025-06-19 18:54:04.816896338,32521.83,Mobile,Mumbai,Travel,0,8,Mastercard,161,0,0.4898,1.784
1023324,14173,40.6,ATM Withdrawal,2025-06-19 19:04:33.821476428,11249.66,Mobile,Sydney,Groceries,1,9,Mastercard,161,0,0.3609,-1.1641
1023325,10512,69.93,Bank Transfer,2025-06-19 19:15:02.826056520,9843.35,Tablet,Mumbai,Restaurants,1,6,Amex,135,1,0.7104,-0.2666
1023326,13014,47.01,POS,2025-06-19 19:25:31.830636612,55753.02,Mobile,Tokyo,Groceries,0,6,Mastercard,143,0,0.0843,-0.3222
1023327,18650,15.85,Bank Transfer,2025-06-19 19:36:00.835216704,70843.85,Mobile,Tokyo,Restaurants,0,8,Visa,208,0,0.0224,-0.731
1023328,13879,55.95,POS,2025-06-19 19:46:29.839796796,5548.51,Tablet,New York,Groceries,0,16,Amex,188,1,1.0084,0.5562
1023329,11685,18.9,Bank Transfer,2025-06-19 19:56:58.844376886,31366.12,Laptop,Tokyo,Clothing,0,9,Visa,13,0,0.0603,-0.7543
1023330,17213,18.17,Bank Transfer,2025-06-19 20:07:27.848956978,18231.99,Mobile,New York,Clothing,1,9,Mastercard,100,1,0.0997,-0.8084
1023331,17591,22.69,ATM Withdrawal,2025-06-19 20:17:56.853537070,67242.11,Mobile,Sydney,Electronics,0,10,Visa,98,0,0.0337,0.0
1023332,16555,21.15,Bank Transfer,2025-06-19 20:28:25.858117162,16664.83,Mobile,New York,Restaurants,0,9,Visa,208,1,0.1269,-0.7878
1023333,18091,46.14,ATM Withdrawal,2025-06-19 20:38:54.862697254,57503.69,Laptop,New York,Groceries,0,5,Visa,156,0,0.0802,-0.2658
1023334,17021,39.9,Bank Transfer,2025-06-19 20:49:23.867277344,97033.14,Mobile,New York,Clothing,0,10,Amex,164,0,0.0411,-0.975
1023335,16347,68.53,ATM Withdrawal,2025-06-19 20:59:52.871857436,70649.64,Mobile,London,Clothing,1,9,Amex,78,0,0.097,0.4302
1023336,18890,15.5,POS,2025-06-19 21:10:21.876437528,33593.4,Laptop,Tokyo,Electronics,0,9,Amex,72,0,0.0461,-1.2816
1023337,13242,44.64,Online,2025-06-19 21:20:50.881017620,9236.62,Mobile,Mumbai,Clothing,1,10,Visa,238,0,0.4833,1.4526
1023338,14563,37.15,Online,2025-06-19 21:31:19.885597712,9557.65,Mobile,Mumbai,Groceries,0,8,Amex,185,0,0.3887,-0.7421
1023339,15631,64.14,Bank Transfer,2025-06-19 21:41:48.890177802,82447.75,Tablet,Mumbai,Travel,0,7,Visa,30,0,0.0778,-0.4365
1023340,16696,66.65,Online,2025-06-19 21:52:17.894757894,55440.86,Mobile,New York,Travel,0,4,Mastercard,222,0,0.1202,0.5155
1023341,14765,61.87,ATM Withdrawal,2025-06-19 22:02:46.899337986,97282.04,Tablet,Mumbai,Clothing,0,4,Discover,92,0,0.0636,0.3181
1023342,14416,24.72,Online,2025-06-19 22:13:15.903918078,18289.31,Tablet,Tokyo,Clothing,0,5,Visa,35,0,0.1352,-0.7035
1023343,11654,55.69,POS,2025-06-19 22:23:44.908498170,6544.46,Mobile,New York,Restaurants,0,7,Visa,156,0,0.8509,-0.4969
1023344,16381,36.21,POS,2025-06-19 22:34:13.913078260,81081.95,Tablet,London,Electronics,0,7,Mastercard,139,0,0.0447,-0.6912
1023345,11237,156.23,POS,2025-06-19 22:44:42.917658352,49558.35,Tablet,London,Groceries,1,12,Amex,43,0,0.3152,1.1179
1023346,14749,59.64,Online,2025-06-19 22:55:11.922238444,20880.77,Mobile,Sydney,Restaurants,0,10,Discover,197,0,0.2856,0.2598
1023347,14090,58.18,Online,2025-06-19 23:05:40.926818536,11708.78,Tablet,Mumbai,Clothing,0,11,Visa,17,0,0.4969,-1.002
1023348,17767,19.6,Online,2025-06-19 23:16:09.931398628,55070.45,Tablet,Mumbai,Groceries,0,10,Amex,163,0,0.0356,-0.9932
1023349,14766,34.04,Bank Transfer,2025-06-19 23:26:38.935978718,3813.91,Laptop,Mumbai,Groceries,0,5,Amex,225,0,0.8925,-1.0314
1023350,10053,67.16,POS,2025-06-19 23:37:07.940558810,10444.71,Mobile,London,Electronics,1,7,Amex,170,0,0.643,-0.2236
1023351,15061,51.27,Online,2025-06-19 23:47:36.945138902,942.06,Tablet,New York,Groceries,0,9,Amex,130,0,5.4423,-1.1688
1023352,12158,50.82,POS,2025-06-19 23:58:05.949718994,34117.13,Mobile,New York,Electronics,0,5,Amex,156,0,0.149,-0.5338
1023353,13801,13.42,ATM Withdrawal,2025-06-20 00:08:34.954299086,79270.17,Mobile,New York,Restaurants,0,9,Amex,25,0,0.0169,-0.5994
1023354,12965,28.47,Online,2025-06-20 00:19:03.958879176,16661.18,Mobile,Tokyo,Groceries,0,9,Discover,196,0,0.1709,-0.3279
1023355,11667,43.82,Bank Transfer,2025-06-20 00:29:32.963459268,59002.63,Laptop,Tokyo,Restaurants,0,6,Discover,235,1,0.0743,-0.5613
1023356,19454,142.79,ATM Withdrawal,2025-06-20 00:40:01.968039360,17342.44,Laptop,Sydney,Electronics,0,5,Discover,133,0,0.8234,0.7071
1023357,12536,12.03,Online,2025-06-20 00:50:30.972619452,28594.85,Laptop,Sydney,Electronics,0,10,Visa,236,0,0.0421,-0.9501
1023358,15071,23.68,Bank Transfer,2025-06-20 01:00:59.977199544,96830.82,Laptop,London,Clothing,0,7,Amex,212,0,0.0245,-0.505
1023359,18282,11.96,ATM Withdrawal,2025-06-20 01:11:28.981779634,91523.35,Mobile,New York,Restaurants,0,7,Visa,73,0,0.0131,-0.9049
1023360,13644,70.83,Online,2025-06-20 01:21:57.986359726,26213.46,Mobile,London,Travel,0,10,Amex,25,0,0.2702,-0.1208
1023361,19373,141.02,Online,2025-06-20 01:32:26.990939818,64159.83,Laptop,New York,Restaurants,0,14,Amex,108,1,0.2198,0.7071
1023362,14044,72.85,ATM Withdrawal,2025-06-20 01:42:55.995519910,29583.21,Mobile,Sydney,Clothing,0,10,Mastercard,82,0,0.2463,0.2354
1023363,19468,86.64,Online,2025-06-20 01:53:25.000100002,62376.66,Mobile,Tokyo,Restaurants,1,6,Amex,130,1,0.1389,1.1512
1023364,14519,23.91,ATM Withdrawal,2025-06-20 02:03:54.004680094,46237.17,Laptop,New York,Groceries,0,8,Mastercard,44,0,0.0517,-0.2142
1023365,10145,73.37,Online,2025-06-20 02:14:23.009260184,32773.74,Tablet,Mumbai,Electronics,0,13,Visa,223,0,0.2239,0.1644
1023366,18679,29.43,POS,2025-06-20 02:24:52.013840276,69856.11,Laptop,Mumbai,Clothing,0,11,Discover,78,0,0.0421,-0.8457
1023367,18641,57.27,ATM Withdrawal,2025-06-20 02:35:21.018420368,8158.5,Tablet,London,Groceries,0,5,Amex,224,0,0.702,-0.5086
1023368,19624,81.61,Online,2025-06-20 02:45:50.023000460,65890.92,Mobile,New York,Electronics,0,8,Mastercard,163,0,0.1239,-0.2217
1023369,11240,43.23,Bank Transfer,2025-06-20 02:56:19.027580552,79875.16,Tablet,London,Restaurants,0,7,Amex,63,0,0.0541,-0.721
1023370,18442,105.23,Bank Transfer,2025-06-20 03:06:48.032160642,82036.92,Mobile,New York,Groceries,0,9,Discover,83,0,0.1283,0.3097
1023371,13416,47.9,Online,2025-06-20 03:17:17.036740734,74110.25,Mobile,Mumbai,Electronics,0,7,Amex,149,0,0.0646,-0.5732
1023372,18417,67.96,POS,2025-06-20 03:27:46.041320826,61019.99,Laptop,New York,Restaurants,0,9,Visa,80,0,0.1114,-1.1101
1023373,19636,247.84,Online,2025-06-20 03:38:15.045900918,14567.33,Laptop,Mumbai,Electronics,1,8,Mastercard,233,1,1.7013,1.5323
1023374,11991,81.29,POS,2025-06-20 03:48:44.050481010,65843.88,Tablet,Mumbai,Electronics,0,7,Visa,23,1,0.1235,1.4138
1023375,13713,29.98,Bank Transfer,2025-06-20 03:59:13.055061100,62087.36,Laptop,London,Clothing,0,9,Discover,156,0,0.0483,-0.704
1023376,12687,37.17,Bank Transfer,2025-06-20 04:09:42.059641192,6719.98,Mobile,New York,Travel,0,7,Visa,228,1,0.5531,-0.6049
1023377,13047,109.78,POS,2025-06-20 04:20:11.064221284,82951.58,Tablet,London,Clothing,0,6,Visa,57,0,0.1323,0.0879
1023378,15961,125.73,ATM Withdrawal,2025-06-20 04:30:40.068801376,57734.18,Tablet,Mumbai,Groceries,0,12,Amex,177,0,0.2178,0.3999
1023379,14125,53.03,Online,2025-06-20 04:41:09.073381468,14992.19,Laptop,Sydney,Electronics,0,7,Discover,177,0,0.3537,0.4761
1023380,16562,16.09,Bank Transfer,2025-06-20 04:51:38.077961558,69305.02,Laptop,Tokyo,Travel,0,7,Amex,5,0,0.0232,-0.7071
1023381,16744,25.53,Bank Transfer,2025-06-20 05:02:07.082541650,37420.25,Laptop,Tokyo,Travel,0,8,Visa,158,0,0.0682,-1.1313
1023382,12028,63.09,ATM Withdrawal,2025-06-20 05:12:36.087121742,56333.19,Mobile,Mumbai,Electronics,1,16,Discover,18,1,0.112,-0.3784
1023383,10440,86.86,POS,2025-06-20 05:23:05.091701834,86663.28,Tablet,Tokyo,Travel,0,5,Mastercard,216,0,0.1002,2.0231
1023384,17463,121.98,POS,2025-06-20 05:33:34.096281926,40475.33,Mobile,New York,Travel,0,4,Mastercard,97,0,0.3014,0.9844
1023385,11816,10.74,ATM Withdrawal,2025-06-20 05:44:03.100862016,40480.02,Mobile,New York,Travel,0,6,Discover,27,0,0.0265,-0.6184
1023386,12000,109.64,ATM Withdrawal,2025-06-20 05:54:32.105442108,44445.45,Mobile,New York,Travel,0,2,Amex,48,0,0.2467,0.5212
1023387,16014,170.99,Bank Transfer,2025-06-20 06:05:01.110022200,30898.59,Mobile,Tokyo,Restaurants,0,8,Mastercard,113,0,0.5534,1.758
1023388,12631,8.05,Online,2025-06-20 06:15:30.114602292,66856.71,Mobile,London,Electronics,0,6,Amex,107,0,0.012,-0.8297
1023389,11898,54.37,POS,2025-06-20 06:25:59.119182384,87061.03,Tablet,Tokyo,Restaurants,0,7,Visa,222,0,0.0625,-0.4332
1023390,13068,100.11,ATM Withdrawal,2025-06-20 06:36:28.123762474,3521.56,Tablet,Tokyo,Groceries,0,10,Discover,50,0,2.8428,-0.0738
1023391,15227,17.65,ATM Withdrawal,2025-06-20 06:46:57.128342566,23319.05,Laptop,Tokyo,Electronics,0,5,Discover,36,0,0.0757,-0.6528
1023392,18460,36.62,ATM Withdrawal,2025-06-20 06:57:26.132922658,35105.34,Laptop,London,Groceries,0,14,Amex,22,0,0.1043,-0.2307
1023393,19887,85.47,ATM Withdrawal,2025-06-20 07:07:55.137502750,27809.05,Mobile,London,Clothing,0,11,Visa,229,0,0.3073,1.0639
1023394,17321,35.94,Online,2025-06-20 07:18:24.142082842,15337.84,Mobile,New York,Clothing,0,8,Discover,230,0,0.2343,-0.7071
1023395,18989,40.82,POS,2025-06-20 07:28:53.146662932,34316.47,Mobile,Mumbai,Restaurants,0,12,Amex,201,0,0.119,-0.3918
1023396,15307,65.15,Online,2025-06-20 07:39:22.151243024,4034.86,Mobile,Mumbai,Clothing,0,5,Mastercard,197,0,1.6147,-0.5981
1023397,14084,21.42,Bank Transfer,2025-06-20 07:49:51.155823116,79926.38,Laptop,Sydney,Clothing,0,5,Amex,222,0,0.0268,-1.0568
1023398,18198,23.25,ATM Withdrawal,2025-06-20 08:00:20.160403208,36724.27,Mobile,London,Groceries,0,8,Mastercard,143,0,0.0633,-0.6042
1023399,13024,79.42,ATM Withdrawal,2025-06-20 08:10:49.164983300,69685.22,Mobile,Tokyo,Groceries,0,8,Visa,187,0,0.114,-0.011
1023400,18130,116.65,Online,2025-06-20 08:21:18.169563390,84402.02,Mobile,Sydney,Clothing,0,6,Amex,54,0,0.1382,1.6776
1023401,19982,75.1,Online,2025-06-20 08:31:47.174143482,12234.3,Laptop,Tokyo,Clothing,0,3,Discover,26,0,0.6138,0.242
1023402,13899,162.23,Bank Transfer,2025-06-20 08:42:16.178723574,41306.24,Mobile,Tokyo,Groceries,0,11,Visa,49,0,0.3927,1.7836
1023403,16335,76.38,Bank Transfer,2025-06-20 08:52:45.183303666,56752.25,Mobile,New York,Electronics,0,8,Discover,196,0,0.1346,-0.5459
1023404,17815,239.28,POS,2025-06-20 09:03:14.187883758,98467.69,Laptop,Mumbai,Clothing,0,11,Amex,229,1,0.243,2.2743
1023405,17836,57.55,POS,2025-06-20 09:13:43.192463848,7604.06,Laptop,New York,Electronics,0,10,Visa,128,0,0.7568,-1.4011
1023406,12063,66.83,POS,2025-06-20 09:24:12.197043940,73783.63,Mobile,London,Restaurants,0,5,Amex,41,0,0.0906,0.6967
1023407,19627,75.38,POS,2025-06-20 09:34:41.201624032,14860.24,Mobile,New York,Electronics,0,8,Visa,100,0,0.5073,1.5085
1023408,15033,33.04,Bank Transfer,2025-06-20 09:45:10.206204124,79582.91,Laptop,Sydney,Groceries,0,5,Amex,217,0,0.0415,-0.6663
1023409,10418,29.35,ATM Withdrawal,2025-06-20 09:55:39.210784216,14315.54,Mobile,London,Restaurants,0,10,Amex,9,0,0.205,-0.3805
1023410,11183,26.57,Online,2025-06-20 10:06:08.215364306,29220.01,Mobile,London,Clothing,0,4,Mastercard,191,0,0.0909,-0.8164
1023411,17276,35.0,Online,2025-06-20 10:16:37.219944398,70130.05,Mobile,London,Travel,0,3,Amex,115,0,0.0499,-0.6103
1023412,14268,286.17,Bank Transfer,2025-06-20 10:27:06.224524490,94215.11,Mobile,New York,Travel,0,13,Discover,201,0,0.3037,1.3454
1023413,11080,234.44,Bank Transfer,2025-06-20 10:37:35.229104582,83354.7,Mobile,New York,Clothing,0,8,Visa,221,0,0.2813,1.7607
1023414,15204,42.0,Bank Transfer,2025-06-20 10:48:04.233684674,59875.05,Mobile,Tokyo,Electronics,0,6,Visa,120,0,0.0701,-0.7026
1023415,15996,39.0,POS,2025-06-20 10:58:33.238264764,99831.23,Mobile,London,Travel,0,6,Visa,174,0,0.0391,-0.6692
1023416,10800,9.8,ATM Withdrawal,2025-06-20 11:09:02.242844856,79845.19,Laptop,Mumbai,Restaurants,0,5,Mastercard,9,0,0.0123,-0.997
1023417,13502,24.65,Online,2025-06-20 11:19:31.247424948,11712.93,Laptop,Mumbai,Electronics,0,6,Mastercard,237,0,0.2105,-0.5424
1023418,14627,28.57,Online,2025-06-20 11:30:00.252005040,83536.44,Mobile,Mumbai,Groceries,0,6,Discover,26,0,0.0342,-0.8536
1023419,17804,38.41,POS,2025-06-20 11:40:29.256585132,76997.65,Mobile,London,Clothing,0,11,Discover,166,0,0.0499,-0.4786
1023420,16517,34.61,Online,2025-06-20 11:50:58.261165222,46547.42,Tablet,New York,Travel,0,14,Mastercard,128,0,0.0744,-0.6829
1023421,10871,64.83,Bank Transfer,2025-06-20 12:01:27.265745314,33702.45,Tablet,Mumbai,Travel,0,9,Discover,118,0,0.1924,0.0119
1023422,16141,101.49,ATM Withdrawal,2025-06-20 12:11:56.270325406,72896.98,Mobile,Sydney,Groceries,0,11,Visa,238,0,0.1392,0.0289
1023423,19026,30.5,POS,2025-06-20 12:22:25.274905498,69010.87,Mobile,Mumbai,Travel,0,7,Visa,236,0,0.0442,-1.3844
1023424,10544,172.35,Bank Transfer,2025-06-20 12:32:54.279485590,52824.29,Laptop,New York,Electronics,0,4,Discover,59,1,0.3263,1.2408
1023425,19867,71.99,ATM Withdrawal,2025-06-20 12:43:23.284065680,94379.76,Laptop,London,Restaurants,0,10,Mastercard,171,0,0.0763,0.6648
1023426,10954,111.12,Online,2025-06-20 12:53:52.288645772,97742.38,Mobile,London,Restaurants,0,9,Discover,194,0,0.1137,0.6324
1023427,16227,38.41,Online,2025-06-20 13:04:21.293225864,33162.59,Mobile,New York,Electronics,0,10,Amex,166,0,0.1158,-0.8227
1023428,13514,84.54,Bank Transfer,2025-06-20 13:14:50.297805956,92670.05,Laptop,New York,Clothing,0,5,Amex,83,0,0.0912,1.2895
1023429,17308,78.48,Online,2025-06-20 13:25:19.302386048,77159.81,Laptop,Mumbai,Clothing,0,6,Amex,186,0,0.1017,1.0875
1023430,18427,176.63,Online,2025-06-20 13:35:48.306966138,64646.6,Tablet,Mumbai,Restaurants,0,10,Amex,134,0,0.2732,2.426
1023431,18519,92.03,Bank Transfer,2025-06-20 13:46:17.311546230,90858.63,Laptop,Sydney,Restaurants,1,7,Amex,231,0,0.1013,-0.096
1023432,18698,108.09,Bank Transfer,2025-06-20 13:56:46.316126322,67738.34,Mobile,New York,Restaurants,0,4,Discover,46,0,0.1596,-0.7071
1023433,18163,35.76,Bank Transfer,2025-06-20 14:07:15.320706414,61699.62,Tablet,Sydney,Electronics,0,6,Discover,34,0,0.058,-0.7916
1023434,13097,142.13,ATM Withdrawal,2025-06-20 14:17:44.325286506,74232.62,Tablet,Mumbai,Clothing,0,8,Mastercard,135,0,0.1915,0.1363
1023435,14654,19.67,Bank Transfer,2025-06-20 14:28:13.329866596,38140.21,Laptop,Mumbai,Groceries,1,6,Mastercard,40,1,0.0516,-0.6279
1023436,17189,34.52,ATM Withdrawal,2025-06-20 14:38:42.334446688,3436.28,Mobile,Mumbai,Groceries,0,9,Amex,81,0,1.0046,-0.7803
1023437,11684,68.38,Bank Transfer,2025-06-20 14:49:11.339026780,81638.14,Mobile,Mumbai,Electronics,0,7,Visa,225,0,0.0838,-0.733
1023438,15774,21.71,Online,2025-06-20 14:59:40.343606872,93060.17,Mobile,Mumbai,Travel,0,5,Amex,213,0,0.0233,-1.134
1023439,15303,26.09,POS,2025-06-20 15:10:09.348186964,22631.03,Mobile,Mumbai,Clothing,0,7,Mastercard,94,0,0.1153,-0.471
1023440,19835,26.1,Bank Transfer,2025-06-20 15:20:38.352767054,55556.48,Mobile,Tokyo,Travel,0,9,Visa,95,0,0.047,-0.2086
1023441,10498,73.92,ATM Withdrawal,2025-06-20 15:31:07.357347146,27169.33,Mobile,Mumbai,Travel,0,11,Discover,137,0,0.2721,0.1509
1023442,10947,48.08,Bank Transfer,2025-06-20 15:41:36.361927238,50707.07,Mobile,London,Travel,0,4,Discover,75,0,0.0948,-0.0875
1023443,10302,118.04,ATM Withdrawal,2025-06-20 15:52:05.366507330,55867.77,Mobile,London,Electronics,0,6,Mastercard,226,0,0.2113,-0.0767
1023444,15479,245.79,Online,2025-06-20 16:02:34.371087422,72612.78,Laptop,Mumbai,Clothing,0,11,Mastercard,133,0,0.3385,1.2698
1023445,15508,67.79,Online,2025-06-20 16:13:03.375667512,9552.23,Laptop,New York,Travel,0,7,Amex,145,0,0.7097,1.2328
1023446,15926,36.26,ATM Withdrawal,2025-06-20 16:23:32.380247604,85339.22,Mobile,London,Travel,0,7,Visa,54,0,0.0425,-0.0113
1023447,12421,73.31,ATM Withdrawal,2025-06-20 16:34:01.384827696,25410.09,Mobile,New York,Travel,0,7,Visa,201,0,0.2885,1.0
1023448,13077,26.67,POS,2025-06-20 16:44:30.389407788,1856.4,Mobile,Sydney,Travel,0,6,Amex,182,0,1.4367,-0.8283
1023449,14169,51.89,ATM Withdrawal,2025-06-20 16:54:59.393987880,31665.83,Laptop,Mumbai,Clothing,0,5,Amex,220,0,0.1639,-0.1437
1023450,10470,391.43,Online,2025-06-20 17:05:28.398567970,97797.54,Laptop,New York,Clothing,0,7,Discover,147,0,0.4002,1.6656
1023451,17525,46.41,Bank Transfer,2025-06-20 17:15:57.403148062,39183.74,Tablet,London,Groceries,0,7,Mastercard,199,0,0.1184,-0.605
1023452,10522,69.56,Bank Transfer,2025-06-20 17:26:26.407728154,69636.25,Laptop,New York,Travel,0,6,Amex,25,1,0.0999,1.4346
1023453,16669,47.98,ATM Withdrawal,2025-06-20 17:36:55.412308246,45030.13,Laptop,New York,Clothing,0,10,Mastercard,228,0,0.1066,-0.2901
1023454,14537,39.34,Online,2025-06-20 17:47:24.416888338,42516.26,Tablet,New York,Electronics,0,9,Visa,187,0,0.0925,-0.5383
1023455,19989,80.22,Bank Transfer,2025-06-20 17:57:53.421468428,96906.93,Laptop,London,Electronics,0,4,Visa,113,0,0.0828,0.2234
1023456,16925,19.75,Bank Transfer,2025-06-20 18:08:22.426048520,34514.47,Mobile,New York,Restaurants,0,9,Visa,147,0,0.0572,-0.9003
1023457,14756,47.8,POS,2025-06-20 18:18:51.430628612,39806.25,Tablet,Sydney,Electronics,0,5,Amex,207,0,0.1201,-0.3734
1023458,17002,18.43,Bank Transfer,2025-06-20 18:29:20.435208704,72851.17,Laptop,Sydney,Restaurants,0,8,Discover,112,0,0.0253,0.7071
1023459,11173,187.84,POS,2025-06-20 18:39:49.439788796,37086.33,Mobile,London,Restaurants,0,6,Visa,87,0,0.5065,0.9023
1023460,11810,120.27,POS,2025-06-20 18:50:18.444368886,89405.59,Laptop,New York,Groceries,0,9,Visa,31,0,0.1345,0.2704
1023461,14990,29.53,Bank Transfer,2025-06-20 19:00:47.448948978,85916.75,Mobile,Tokyo,Groceries,0,8,Discover,168,0,0.0344,-0.7892
1023462,18580,12.37,POS,2025-06-20 19:11:16.453529070,89693.28,Laptop,New York,Groceries,0,5,Mastercard,140,0,0.0138,-0.8072
1023463,18201,80.83,POS,2025-06-20 19:21:45.458109162,17732.6,Tablet,London,Clothing,0,6,Amex,201,0,0.4558,-0.4758
1023464,13772,52.72,POS,2025-06-20 19:32:14.462689254,19398.57,Mobile,New York,Electronics,0,12,Discover,201,0,0.2718,-0.0859
1023465,12837,328.66,ATM Withdrawal,2025-06-20 19:42:43.467269344,34087.85,Mobile,Tokyo,Travel,0,11,Mastercard,217,1,0.9642,2.1444
1023466,19644,167.57,ATM Withdrawal,2025-06-20 19:53:12.471849436,11288.59,Mobile,Mumbai,Electronics,0,9,Amex,38,0,1.4844,0.8329
1023467,15655,90.75,Online,2025-06-20 20:03:41.476429528,58157.33,Mobile,Mumbai,Travel,0,6,Mastercard,41,0,0.156,0.5933
1023468,11182,35.78,Bank Transfer,2025-06-20 20:14:10.481009620,47485.81,Laptop,Tokyo,Electronics,0,9,Discover,5,0,0.0753,-0.8455
1023469,12250,44.29,POS,2025-06-20 20:24:39.485589712,94804.7,Mobile,London,Travel,0,3,Discover,208,0,0.0467,-0.1023
1023470,18365,69.53,Bank Transfer,2025-06-20 20:35:08.490169802,54571.02,Mobile,Mumbai,Travel,0,4,Amex,164,0,0.1274,0.6086
1023471,18983,72.53,POS,2025-06-20 20:45:37.494749894,14926.25,Tablet,London,Electronics,0,7,Mastercard,193,0,0.4859,-0.327
1023472,19084,31.0,POS,2025-06-20 20:56:06.499329986,75227.72,Laptop,London,Clothing,0,7,Mastercard,16,0,0.0412,-0.6171
1023473,10070,18.33,POS,2025-06-20 21:06:35.503910078,17236.56,Mobile,New York,Travel,0,8,Amex,50,0,0.1063,-1.4489
1023474,18227,255.34,Bank Transfer,2025-06-20 21:17:04.508490170,39137.85,Mobile,Sydney,Electronics,0,3,Discover,26,0,0.6524,1.1546
1023475,11120,56.1,Online,2025-06-20 21:27:33.513070260,90034.81,Mobile,Mumbai,Electronics,0,15,Mastercard,44,0,0.0623,0.2337
1023476,18089,76.66,ATM Withdrawal,2025-06-20 21:38:02.517650352,39243.11,Tablet,London,Groceries,0,8,Visa,148,0,0.1953,-0.1203
1023477,18815,27.5,Online,2025-06-20 21:48:31.522230444,91841.3,Mobile,Mumbai,Clothing,0,3,Amex,97,0,0.0299,-0.8444
1023478,13614,162.87,Online,2025-06-20 21:59:00.526810536,93598.07,Mobile,Tokyo,Electronics,0,8,Mastercard,230,0,0.174,0.9175
1023479,11937,125.47,POS,2025-06-20 22:09:29.531390628,2662.64,Laptop,Mumbai,Restaurants,0,7,Mastercard,61,0,4.7122,1.4822
1023480,17134,57.3,Bank Transfer,2025-06-20 22:19:58.535970718,39735.66,Mobile,Mumbai,Groceries,1,10,Visa,219,0,0.1442,1.1124
1023481,10685,64.59,ATM Withdrawal,2025-06-20 22:30:27.540550810,69249.57,Mobile,New York,Groceries,0,11,Discover,129,0,0.0933,0.0873
1023482,15794,68.58,Online,2025-06-20 22:40:56.545130902,80730.53,Mobile,London,Clothing,0,6,Mastercard,55,0,0.0849,0.1286
1023483,13316,59.06,Online,2025-06-20 22:51:25.549710994,85101.05,Mobile,Tokyo,Travel,0,7,Amex,67,0,0.0694,-1.1758
1023484,14245,85.31,Bank Transfer,2025-06-20 23:01:54.554291086,19449.78,Mobile,London,Clothing,0,10,Visa,103,0,0.4386,1.2882
1023485,18257,73.79,ATM Withdrawal,2025-06-20 23:12:23.558871176,60780.34,Laptop,New York,Restaurants,0,10,Visa,216,0,0.1214,0.9049
1023486,19932,47.43,ATM Withdrawal,2025-06-20 23:22:52.563451268,50770.17,Laptop,Mumbai,Clothing,0,11,Visa,75,0,0.0934,-0.6895
1023487,14022,21.44,Bank Transfer,2025-06-20 23:33:21.568031360,93420.39,Mobile,Mumbai,Travel,0,10,Visa,184,0,0.023,-0.8107
1023488,12905,53.5,Bank Transfer,2025-06-20 23:43:50.572611452,46719.2,Mobile,Mumbai,Clothing,0,3,Visa,29,0,0.1145,0.2981
1023489,18345,99.5,POS,2025-06-20 23:54:19.577191544,96660.98,Mobile,Tokyo,Clothing,0,4,Mastercard,184,0,0.1029,1.1153
1023490,14132,93.48,Bank Transfer,2025-06-21 00:04:48.581771634,54821.22,Tablet,Sydney,Restaurants,0,8,Mastercard,200,0,0.1705,0.0546
1023491,11999,156.01,Bank Transfer,2025-06-21 00:15:17.586351726,77654.36,Mobile,Mumbai,Groceries,0,9,Amex,112,0,0.2009,0.6691
1023492,19029,169.79,Bank Transfer,2025-06-21 00:25:46.590931818,29983.35,Mobile,Mumbai,Travel,0,7,Mastercard,19,0,0.5663,1.4578
1023493,19918,95.71,ATM Withdrawal,2025-06-21 00:36:15.595511910,59908.38,Mobile,Mumbai,Clothing,0,11,Discover,174,0,0.1598,0.3145
1023494,12891,63.43,POS,2025-06-21 00:46:44.600092002,18093.16,Laptop,London,Groceries,0,9,Mastercard,28,0,0.3506,-0.5634
1023495,11580,71.87,ATM Withdrawal,2025-06-21 00:57:13.604672092,19756.18,Laptop,London,Restaurants,0,12,Discover,2,0,0.3638,-0.1646
